author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity
None,https://www.diariodobrasil.org/dinheiro-publico-em-2010-lula-doou-r-25-milhoes-ao-grupo-extremista-hamas-atraves-de-decreto/,politica,20/02/2017,107,87,68,1,3,10,1,32,5,3,3,0,0,4,2.85714,408,12.4286,4.68966,0.045977,0.190476,0.781609
None,https://www.diariodobrasil.org/aos-poucos-o-brasil-vai-se-tornando-uma-venezuela-logo-teremos-ocupacao-militar-em-100-do-territorio/,politica,20/02/2017,233,192,135,0,3,27,0,49,9,10,3,0,0,8,3.72727,894,17.4545,4.65625,0.0,0.25,0.703125
None,https://www.diariodobrasil.org/bandidos-atacam-viatura-do-sargento-mais-famoso-do-brasil21/,sociedade_cotidiano,21/02/2017,97,81,68,0,1,14,1,26,4,5,3,0,0,2,2.66667,424,13.5,5.23457,0.0,0.225,0.839506
None,https://www.diariodobrasil.org/o-pt-fazendo-fama-no-mundo-o-legado-olimpico-brasileiro-de-us-12-bilhoes-esta-em-ruinas/,politica,21/02/2017,230,202,134,1,7,29,1,63,12,9,3,0,0,7,2.54545,928,18.3636,4.59406,0.0,0.228261,0.663366
None,https://www.diariodobrasil.org/durante-sabatina-de-moraes-senadora-faz-perguntas-baseadas-em-informacoes-que-ela-leu-no-zap-zap/,politica,21/02/2017,204,163,102,0,15,29,0,49,5,6,4,3,0,17,2.15789,754,8.57895,4.62577,0.0245399,0.141026,0.625767
None,https://www.diariodobrasil.org/urgente-veloso-recusa-convite-de-temer-para-assumir-ministerio-da-justica/,politica,17/02/2017,68,64,50,0,2,12,1,20,3,3,0,0,0,2,0.666667,330,10.6667,5.15625,0.015625,0.1875,0.78125
None,https://www.diariodobrasil.org/juca-analisa-o-fim-do-foro-privilegiado-e-mistura-politica-com-kama-sutra-se-acabar-que-seja-uma-suruba/,politica,21/02/2017,265,226,147,0,3,42,2,61,14,14,6,0,0,14,2.05263,1103,11.8947,4.88053,0.00442478,0.271845,0.650442
None,https://www.diariodobrasil.org/ele-contou-que-entregou-propina-a-pedido-de-um-amigo-dias-depoiso-amigo-morreu/,tv_celebridades,17/02/2017,296,247,142,1,2,39,0,75,4,9,5,1,0,15,3.26667,1155,16.4667,4.67611,0.0,0.114035,0.574899
None,https://www.diariodobrasil.org/duas-novas-operacoes-da-pf-vao-estremecer-o-brasil-o-mundo-politico-vai-virar-po16/,politica,18/02/2017,261,237,167,1,8,29,1,74,9,10,7,0,0,10,2.18182,1121,21.5455,4.72996,0.0,0.184466,0.704641
None,https://www.diariodobrasil.org/juca-diz-que-todo-mundo-esta-citado-na-lava-jato-execucao-de-politicos-em-praca-publica-resolve/,politica,18/02/2017,183,157,98,1,2,33,2,38,10,14,1,0,0,9,1.85714,700,11.2143,4.4586,0.0,0.338028,0.624204
None,https://www.diariodobrasil.org/delator-confirma-que-repassou-r-21-milhoes-ao-pt-e-ao-pmdb-em-propinas-da-usina-de-belo-monte16/,politica,16/02/2017,140,118,79,0,8,16,0,36,2,1,5,0,0,2,5.5,564,29.5,4.77966,0.0,0.0576923,0.669492
None,https://www.diariodobrasil.org/juiza-absolve-apresentador-que-chamou-lula-de-chefe-de-quadrilha-nao-e-calunia-e-fato/,sociedade_cotidiano,15/02/2017,198,165,115,1,0,23,0,60,11,7,2,0,0,3,2.35714,845,11.7857,5.12121,0.00606061,0.216867,0.69697
None,https://www.diariodobrasil.org/arregou-apos-pressao-da-populacao-romero-juca-retira-pec-da-sangria-da-tramitacao-no-senado/,politica,16/02/2017,184,155,102,1,5,18,1,55,3,9,3,0,0,3,3.22222,729,17.2222,4.70323,0.0,0.164384,0.658065
None,https://www.diariodobrasil.org/o-video-que-fez-com-que-maduro-o-pilantra-expulsasse-a-cnn-da-venezuela/,tv_celebridades,19/02/2017,176,149,97,0,4,23,4,44,11,7,4,0,0,4,3.85714,713,21.2857,4.78523,0.0,0.268657,0.651007
None,https://www.diariodobrasil.org/cunha-vai-implodir-a-politica-brasileira-apos-stf-negar-habeas-corpus/,politica,16/02/2017,160,135,103,1,5,26,4,33,9,9,10,0,0,4,1.78571,677,9.64286,5.01481,0.0,0.305085,0.762963
None,https://www.diariodobrasil.org/imagina-esse-cara-no-debate-em-2018-cadeia-e-lugar-para-tirar-o-canalha-da-sociedade-e-nao-para-recupera-lo/,politica,16/02/2017,135,109,71,0,0,21,1,33,3,7,0,0,0,11,1.52941,449,6.41176,4.11927,0.0,0.185185,0.651376
None,https://www.diariodobrasil.org/aos-63-anos-chico-pinheiro-e-afastado-de-telejornal-para-tratar-de-problemas-cardiacos/,tv_celebridades,16/02/2017,166,134,97,0,0,29,1,37,10,7,5,0,0,4,3.55556,653,14.8889,4.87313,0.0149254,0.257576,0.723881
None,https://www.diariodobrasil.org/stf-decide-que-presos-mantidos-em-cadeias-superlotadas-receberao-indenizacao-fere-a-decencia-dos-cidadaos/,politica,16/02/2017,132,109,80,0,1,20,1,34,9,3,4,0,0,5,1.53333,587,7.26667,5.38532,0.0,0.222222,0.733945
None,https://www.diariodobrasil.org/264-dos-brasileiros-acham-que-temer-apoia-a-lava-jato-o-restante-acha-que-ele-quer-estancar-a-sangria/,politica,16/02/2017,125,104,69,0,2,20,0,22,1,3,1,0,0,2,2.33333,416,11.5556,4.0,0.0,0.0952381,0.663462
None,https://www.diariodobrasil.org/stf-nega-pedido-de-habeas-corpus-feito-em-nome-de-lula-documento-comparou-o-petista-a-getulio-vargas/,politica,14/02/2017,219,193,136,0,6,33,1,62,10,8,8,0,0,5,2.16667,948,16.0833,4.91192,0.0,0.189474,0.704663
None,https://www.diariodobrasil.org/ele-nao-tem-medo-de-altura-chuck-norris-da-bahia-instala-tela-de-protecao-e-pula-para-garantir-o-servico/,tv_celebridades,14/02/2017,111,96,68,0,0,18,1,25,2,4,1,1,0,9,3.0,402,19.2,4.1875,0.0,0.139535,0.708333
None,https://www.diariodobrasil.org/reporter-relata-conversa-entre-deputados-a-dilma-caiu-o-temer-vai-cair-e-eu-estou-aqui-ha-20-anos23/,tv_celebridades,14/02/2017,344,282,184,0,4,61,6,72,8,16,5,2,1,29,2.38462,1341,10.8462,4.75532,0.0,0.180451,0.652482
None,https://www.diariodobrasil.org/encontro-entre-diretor-da-pf-e-fachin-pode-ser-prenuncio-de-uma-mega-operacao-de-caca-aos-corruptos/,politica,14/02/2017,219,180,132,1,4,30,1,51,10,15,5,0,0,8,2.78571,886,12.8571,4.92222,0.0,0.308642,0.733333
None,https://www.diariodobrasil.org/judiciario-declara-guerra-contra-a-corrupcao-e-sinaliza-que-o-foro-privilegiado-pode-estar-com-os-dias-contados14/,politica,14/02/2017,244,213,145,0,4,31,0,67,10,6,4,0,0,8,2.38462,1110,16.3846,5.21127,0.0,0.163265,0.680751
None,https://www.diariodobrasil.org/video-mostra-policial-chorando-no-espirito-santo-eu-quero-ajudar-a-sociedade-mas-desse-jeito-nao-da/,sociedade_cotidiano,12/02/2017,279,232,155,1,6,38,2,68,10,14,4,1,1,13,2.35,1145,11.6,4.93534,0.00862069,0.226415,0.668103
None,https://www.diariodobrasil.org/pec-102013-e-preciso-muita-pressao-do-povo-brasileiro-para-acabar-com-a-blindagem-dos-politicos/,politica,13/02/2017,162,140,94,0,5,19,2,43,14,1,4,0,1,9,1.69231,719,10.7692,5.13571,0.00714286,0.241935,0.671429
None,https://www.diariodobrasil.org/divulgadas-as-primeiras-imagens-de-filme-sobre-a-lava-jato-a-obra-vai-provocar-a-sociedade/,tv_celebridades,13/02/2017,185,158,107,0,0,39,0,42,3,6,9,0,1,7,2.45455,749,14.3636,4.74051,0.00632911,0.111111,0.677215
None,https://www.diariodobrasil.org/cunha-esta-preso-e-possui-gravacoes-que-poderao-jogar-a-popularidade-de-michel-temer-na-lama/,politica,13/02/2017,351,308,192,0,18,48,1,100,5,9,7,1,0,14,2.86667,1444,20.5333,4.68831,0.0,0.0945946,0.623377
None,https://www.diariodobrasil.org/publicitario-faz-versao-de-faroeste-caboclo-com-eike-batista-o-resultado-12-milhoes-de-visualizacoes/,tv_celebridades,13/02/2017,100,84,61,0,0,10,0,31,2,3,0,0,0,1,2.0,416,10.5,4.95238,0.0238095,0.121951,0.72619
None,https://www.diariodobrasil.org/trapalhada-feita-pelo-governo-do-pt-pode-ter-causado-surto-de-microcefalia-no-brasil/,politica,13/02/2017,137,126,86,0,1,19,2,39,9,5,3,0,0,4,1.375,624,15.75,4.95238,0.0238095,0.241379,0.68254
None,https://www.diariodobrasil.org/advogado-de-lula-desrespeita-sergio-moro-durante-audiencia-e-e-repreendido-respeite-o-juizo/,politica,13/02/2017,163,126,87,0,0,26,2,41,1,4,5,0,0,9,2.64286,629,9.0,4.99206,0.0,0.0746269,0.690476
None,https://www.diariodobrasil.org/inquerito-da-pf-aponta-que-empreiteira-pagou-r-1-milhao-em-propina-para-rodrigo-maia/,politica,09/02/2017,192,165,105,0,8,22,0,52,8,6,4,0,0,4,2.7,786,16.5,4.76364,0.0,0.189189,0.636364
None,https://www.diariodobrasil.org/filha-de-ex-ministro-do-stf-alertou-carmen-lucia-sera-a-coveira-da-suprema-corte/,tv_celebridades,09/02/2017,94,77,58,0,8,7,0,33,2,1,0,0,0,5,2.83333,372,12.8333,4.83117,0.0,0.075,0.753247
None,https://www.diariodobrasil.org/cunha-apresenta-exames-que-comprovam-aneurisma-e-pode-ser-solto-pelo-stf/,politica,09/02/2017,167,155,110,0,5,24,0,50,4,7,5,0,0,7,1.2,762,15.5,4.91613,0.0,0.148649,0.709677
None,https://www.diariodobrasil.org/valdo-cruz-vem-ai-a-delacao-do-fim-do-mundo-varios-politicos-ja-estao-se-escondendo-em-seus-gabinetes11/,politica,11/02/2017,250,210,125,1,1,37,0,65,4,13,5,1,0,16,3.33333,1047,17.5,4.98571,0.0,0.166667,0.595238
None,https://www.diariodobrasil.org/ex-presidente-da-oas-tem-relacao-proxima-com-ministro-aniversario-de-toffoli-gosta-de-um-bom-whisky10/,tv_celebridades,10/02/2017,143,120,76,1,6,14,0,40,5,5,1,0,0,5,2.3,587,12.0,4.89167,0.0166667,0.185185,0.633333
None,https://www.diariodobrasil.org/espirito-santo-tres-policiais-foram-baleados-apos-serem-obrigados-a-fazer-patrulhamento-a-pe/,politica,08/02/2017,233,202,138,1,4,36,0,56,2,10,9,0,0,7,2.58333,951,16.8333,4.70792,0.0,0.130435,0.683168
None,https://www.diariodobrasil.org/deputado-fica-nervoso-no-plenario-e-diz-que-lula-furtou-7-pavoes-do-planalto-vai-roubar-assim-no-inferno/,politica,12/02/2017,205,185,128,1,3,37,1,52,7,5,9,0,0,10,2.5,852,23.125,4.60541,0.0,0.134831,0.691892
None,https://www.diariodobrasil.org/em-uma-simples-frase-sergio-moro-humilha-dias-toffoli/,politica,14/02/2017,163,137,103,0,7,26,0,40,8,7,4,0,0,7,2.16667,629,11.4167,4.59124,0.0,0.227273,0.751825
None,https://www.diariodobrasil.org/assessor-da-alerj-alerta-para-o-caos-no-rj-comando-da-pm-nega-que-a-corporacao-ira-parar/,tv_celebridades,07/02/2017,215,184,118,0,7,29,1,59,6,9,3,0,0,1,2.06667,862,12.2667,4.68478,0.0,0.170455,0.641304
None,https://www.diariodobrasil.org/depois-do-espirito-santo-e-a-vez-de-alagoas-policiais-aderem-a-paralisacao/,sociedade_cotidiano,08/02/2017,152,137,100,0,3,20,0,41,4,10,2,0,1,4,1.875,642,17.125,4.68613,0.0,0.229508,0.729927
None,https://www.diariodobrasil.org/defesa-de-cunha-alega-que-seu-cliente-sofre-de-aneurisma-e-pede-que-sergio-moro-o-liberte/,politica,07/02/2017,135,119,87,1,1,18,2,37,4,5,2,0,0,6,2.28571,558,17.0,4.68908,0.0,0.163636,0.731092
None,https://www.diariodobrasil.org/juiz-de-1a-instancia-suspende-nomeacao-de-moreira-franco-o-angora/,politica,08/02/2017,307,259,163,0,4,38,0,85,11,8,4,2,0,15,3.2,1253,17.2667,4.83784,0.003861,0.154472,0.629344
None,https://www.diariodobrasil.org/depen-do-parana-informa-que-cunha-se-recusa-a-fazer-exames-para-comprovar-aneurisma-cerebral/,politica,08/02/2017,236,206,133,1,5,33,2,55,11,9,4,0,0,14,2.30769,1028,15.8462,4.99029,0.00485437,0.227273,0.645631
None,https://www.diariodobrasil.org/espirito-santo-numero-de-mortos-na-capital-chega-a-95-cerca-de-260-carros-foram-roubados-em-36-horas/,politica,08/02/2017,152,118,92,1,2,26,1,31,7,11,6,0,1,1,2.0,610,6.94118,5.16949,0.0,0.315789,0.779661
None,https://www.diariodobrasil.org/amanda-nunesse-o-velorio-virou-comicio-o-que-vira-na-missa-de-7o-dia-um-show-de-tico-santa-cruz/,tv_celebridades,06/02/2017,342,262,171,1,0,40,2,73,17,19,3,0,0,17,2.85714,1210,9.35714,4.61832,0.0,0.318584,0.652672
None,https://www.diariodobrasil.org/ex-candidata-a-vereadora-pelo-psdb-e-flagrada-carregando-produtos-de-furto-no-espirito-santo/,sociedade_cotidiano,07/02/2017,99,90,64,1,3,16,0,29,2,3,3,0,0,4,1.28571,459,12.8571,5.1,0.0,0.111111,0.711111
None,https://www.diariodobrasil.org/sem-policia-nas-ruas-capital-do-espirito-santo-registra-51-homicidios-em-3-dias/,sociedade_cotidiano,06/02/2017,189,170,122,0,1,22,1,47,10,7,3,0,0,5,1.72727,781,15.4545,4.59412,0.0,0.246377,0.717647
None,https://www.diariodobrasil.org/governador-do-espirito-santo-esta-repousando-no-sirio-libanes-aos-cuidados-do-medico-de-lula/,politica,06/02/2017,280,250,160,0,2,31,1,75,14,9,4,0,0,7,2.14286,1168,17.8571,4.672,0.0,0.216981,0.64
None,https://www.diariodobrasil.org/urgente-pela-segunda-vez-pgr-pede-abertura-de-inqueritos-contra-juca-sarney-e-renan-calheiros/,politica,06/02/2017,229,201,119,0,8,26,0,73,6,6,1,0,0,5,2.33333,991,16.75,4.93035,0.0,0.121212,0.59204
None,https://www.diariodobrasil.org/vidente-previu-a-propria-morte-e-conseguiu-escapar06/,sociedade_cotidiano,06/02/2017,134,114,89,0,1,28,0,33,6,2,5,2,0,8,2.0,543,11.4,4.76316,0.00877193,0.131148,0.780702
None,https://www.diariodobrasil.org/feminista-descontrolada-invade-palestra-de-sergio-moro-nos-eua/,sociedade_cotidiano,06/02/2017,86,74,57,0,2,14,0,23,3,2,3,0,0,0,1.71429,356,10.5714,4.81081,0.027027,0.135135,0.77027
None,https://www.diariodobrasil.org/lula-faz-discurso-em-velorio-de-marisa-e-chama-integrantes-da-lava-jato-de-facinoras-e-canalhas/,politica,04/02/2017,163,139,97,0,1,25,2,40,6,7,3,0,0,9,1.6,678,9.26667,4.8777,0.0,0.2,0.697842
None,https://www.diariodobrasil.org/reporter-pergunta-para-doria-se-da-para-construir-um-dialogo-com-pichadores-nao-negocio-com-bandidos/,politica,04/02/2017,74,62,45,0,2,13,1,18,1,5,1,0,0,5,2.4,313,12.4,5.04839,0.016129,0.193548,0.725806
None,https://www.diariodobrasil.org/ladrao-que-roubou-botijoes-de-gas-da-chilique-na-delegacia-quero-ser-julgado-no-stf/,sociedade_cotidiano,06/02/2017,250,223,146,0,6,50,0,66,8,8,9,0,0,7,1.6875,1037,13.9375,4.65022,0.0,0.137931,0.654709
None,https://www.diariodobrasil.org/renan-esta-de-olho-no-cargo-de-alexandre-senador-tem-intencoes-de-comandar-a-policia-federal06/,politica,06/02/2017,226,187,118,1,2,30,2,60,3,8,3,0,0,15,2.16667,912,10.3889,4.87701,0.0,0.122222,0.631016
None,https://www.diariodobrasil.org/o-dia-plateia-do-domingao-precisou-de-atendimento-medico-apos-consumir-carne-estragada/,tv_celebridades,06/02/2017,158,136,98,1,2,25,0,40,9,3,2,0,0,7,2.44444,719,15.1111,5.28676,0.0,0.184615,0.720588
None,https://www.diariodobrasil.org/zen-vergonha-monge-e-preso-no-sul-da-asia-com-milhoes-de-comprimidos-de-metanfetamina/,sociedade_cotidiano,06/02/2017,110,95,72,1,2,11,0,34,5,3,3,0,0,2,1.875,468,11.875,4.92632,0.0,0.177778,0.757895
None,https://www.diariodobrasil.org/militantes-expulsam-rede-globo-do-velorio-de-marisa-leticia-fora-midia-golpista/,sociedade_cotidiano,04/02/2017,117,101,78,0,1,17,0,34,2,4,4,0,0,4,2.28571,499,14.4286,4.94059,0.00990099,0.117647,0.772277
None,https://www.diariodobrasil.org/as-ultimas-palavras-de-steve-jobs-que-chocaram-o-mundo04/,tv_celebridades,04/02/2017,51,44,37,0,0,5,0,13,3,1,1,0,0,4,1.4,194,8.8,4.40909,0.0,0.222222,0.840909
None,https://www.diariodobrasil.org/em-encontro-com-temer-no-sirio-libanes-lula-volta-a-atacar-o-stf-corte-acovardada/,politica,03/02/2017,151,131,94,1,3,17,0,45,3,8,1,0,0,1,2.85714,634,18.7143,4.83969,0.0,0.177419,0.717557
None,https://www.diariodobrasil.org/globo-dispensa-diretor-do-domingao-do-faustao-por-conta-de-namoro-com-apresentadora-eliana/,tv_celebridades,04/02/2017,149,123,76,1,2,23,1,40,5,5,2,0,0,5,3.25,576,15.375,4.68293,0.00813008,0.15873,0.617886
None,https://www.diariodobrasil.org/filho-de-lula-aquele-dos-r-25-milhoes-chama-bolsonaro-de-lixo-e-e-humilhado-nas-redes-sociais17/,tv_celebridades,04/02/2017,464,385,216,0,4,67,5,110,13,19,8,0,1,31,4.15789,1764,20.2632,4.58182,0.00519481,0.180791,0.561039
None,https://www.diariodobrasil.org/jornalista-desbanca-petistas-marisa-foi-uma-grande-mulher-nao-queiram-transferir-os-meritos-dela-para-lula/,tv_celebridades,04/02/2017,491,398,250,0,3,73,4,110,29,34,9,2,0,29,2.21429,1892,9.47619,4.75377,0.00251256,0.344262,0.628141
None,https://www.diariodobrasil.org/morre-marisa-leticia-familia-de-lula-autoriza-doacao-de-orgaos-da-ex-primeira-dama03/,politica,02/02/2017,286,254,156,0,3,28,0,80,9,4,1,0,0,12,2.0,1187,15.875,4.67323,0.0,0.12037,0.614173
None,https://www.diariodobrasil.org/edson-fachin-e-o-novo-relator-da-lava-jato/,politica,02/02/2017,11,9,9,0,0,1,0,3,1,0,0,0,0,0,0.666667,34,3.0,3.77778,0.0,0.25,1.0
None,https://www.diariodobrasil.org/maria-de-fatima-vitima-de-um-avc-morreu-na-fila-do-sus-ninguem-ficou-sabendo/,ciencia_tecnologia,02/02/2017,259,216,144,1,10,33,1,61,12,12,5,0,0,14,2.04762,984,10.2857,4.55556,0.0,0.255319,0.666667
None,https://www.diariodobrasil.org/candidato-luciano-huck-e-socio-de-loja-que-pendurou-manequins-negros-de-ponta-cabeca/,tv_celebridades,02/02/2017,128,117,84,0,0,16,0,37,7,4,2,0,0,6,1.57143,575,16.7143,4.91453,0.0,0.207547,0.717949
None,https://www.diariodobrasil.org/sirio-libanes-demite-medica-que-ironizou-marisa-leticia-no-whatsapp-ja-abre-a-pupila-e-o-capeta-abraca-ela12/,sociedade_cotidiano,02/02/2017,202,167,118,1,1,27,1,52,7,7,3,0,0,8,2.91667,837,13.9167,5.01198,0.00598802,0.177215,0.706587
None,https://www.diariodobrasil.org/camburao-da-pf-van-de-michel-temer-chega-ao-sirio-libanes-lotada-com-investigados-da-lava-jato/,politica,03/02/2017,113,92,71,0,15,9,0,37,2,1,1,0,0,1,4.2,447,18.4,4.8587,0.0,0.0652174,0.771739
None,https://www.diariodobrasil.org/angora-vai-ganhar-cargo-com-status-de-ministerio-trocando-em-miudos-vai-ganhar-foro-privilegiado12/,politica,02/02/2017,199,165,111,1,0,32,1,51,9,5,3,2,0,6,2.83333,819,13.75,4.96364,0.00606061,0.168675,0.672727
None,https://www.diariodobrasil.org/pastor-da-igreja-de-eike-se-irrita-se-tivesse-seguido-deus-nao-estaria-em-bangu-idiotapanaca/,sociedade_cotidiano,31/01/2017,200,157,112,1,1,30,2,53,5,10,3,0,0,9,4.77778,755,17.4444,4.80892,0.0,0.180723,0.713376
None,https://www.diariodobrasil.org/lula-desce-o-nivel-perde-o-bom-senso-e-chama-sergio-moro-de-incapaz/,tv_celebridades,31/01/2017,168,150,103,0,1,28,5,48,7,5,2,0,0,14,1.2,632,10.0,4.21333,0.02,0.157895,0.686667
None,https://www.diariodobrasil.org/juiz-braco-direito-de-teori-zavascki-na-lava-jato-deixa-o-supremo/,politica,01/02/2017,148,126,88,0,1,16,0,40,4,5,1,0,0,5,2.0,610,11.4545,4.84127,0.0,0.160714,0.698413
None,https://www.diariodobrasil.org/jornalista-usa-twitter-e-diz-que-esposa-de-lula-faleceu/,sociedade_cotidiano,02/02/2017,108,101,73,1,0,11,0,33,10,6,1,0,0,6,1.16667,530,16.8333,5.24752,0.0,0.363636,0.722772
None,https://www.diariodobrasil.org/medicos-confirmam-que-quadro-de-marisa-e-irreversivel02/,sociedade_cotidiano,02/02/2017,141,125,91,0,1,21,0,36,9,5,2,0,0,7,1.23077,595,9.61539,4.76,0.0,0.245614,0.728
None,https://www.diariodobrasil.org/condenada-a-devolver-r-12-milhao-aos-cofres-publicos-cantora-ignora-decisao-da-justica-e-nao-paga-divida12/,sociedade_cotidiano,01/02/2017,188,170,104,0,3,33,0,54,1,9,7,0,0,3,1.5,798,14.1667,4.69412,0.0,0.114943,0.611765
None,https://www.diariodobrasil.org/fhc-tambem-foi-agraciado-com-gentileza-de-empreiteira-ele-recebeu-um-aeroporto-para-uso-pessoal/,politica,30/01/2017,600,517,296,2,30,63,0,162,17,18,8,0,0,17,3.6087,2582,22.4783,4.9942,0.0,0.155556,0.572534
None,https://www.diariodobrasil.org/quadro-de-saude-da-ex-primeira-dama-piora-e-seu-estado-e-considerado-gravissimo/,sociedade_cotidiano,01/02/2017,92,83,70,0,1,14,0,27,5,2,3,0,0,4,1.5,393,13.8333,4.73494,0.0,0.170732,0.843373
None,https://www.diariodobrasil.org/delacao-da-odebrecht-aponta-mais-de-130-politicos-incluindo-os-peixoes200/,politica,30/01/2017,149,126,93,0,5,22,0,44,6,5,5,0,0,3,2.09091,656,11.4545,5.20635,0.0,0.166667,0.738095
None,https://www.diariodobrasil.org/vestindo-a-carapuca-politicos-graudos-do-pmdb-e-psdb-se-unem-para-melar-delacao-da-odebrecht30/,politica,30/01/2017,286,248,164,0,8,39,0,75,8,9,9,0,0,15,2.0,1277,13.0526,5.14919,0.0,0.149123,0.66129
None,https://www.diariodobrasil.org/eike-batista-conhecido-como-senhor-x-e-transferido-para-o-xilindro-bangu-9/,politica,30/01/2017,14,9,9,0,1,2,0,3,0,0,1,0,0,0,1.66667,38,3.0,4.22222,0.0,0.0,1.0
None,https://www.diariodobrasil.org/ex-primeira-dama-sofreu-parada-cardiaca/,sociedade_cotidiano,30/01/2017,103,90,64,1,1,13,0,27,6,5,3,0,0,0,1.625,442,11.25,4.91111,0.0,0.275,0.711111
None,https://www.diariodobrasil.org/defesa-de-eike-nega-supostas-exigencias-para-se-entregar-ele-se-encontra-no-exterior-por-razoes-de-trabalho/,politica,28/01/2017,145,125,94,1,2,22,1,33,7,3,3,0,0,9,2.85714,609,17.8571,4.872,0.0,0.181818,0.752
None,https://www.diariodobrasil.org/jorge-fernando-diretor-da-globo-sofreu-avc-e-precisou-ser-internado-as-pressas-no-rio/,tv_celebridades,31/01/2017,93,83,65,1,1,14,0,21,4,8,2,0,0,4,1.42857,394,11.8571,4.74699,0.0,0.342857,0.783133
None,https://www.diariodobrasil.org/brasilia-treme-carmen-lucia-podera-homologar-a-delacao-do-fim-do-mundo-ate-a-proxima-terca-31/,politica,28/01/2017,265,224,154,0,1,37,1,63,14,10,7,2,0,16,3.41667,1141,18.6667,5.09375,0.0,0.24,0.6875
None,https://www.diariodobrasil.org/o-dia-que-mainardi-esfolou-eike-batista-homem-de-negocios-voce-esta-mais-para-tonico-tinoco/,tv_celebridades,29/01/2017,139,112,71,0,0,12,1,33,2,7,0,0,0,8,3.0,515,12.4444,4.59821,0.0,0.2,0.633929
None,https://www.diariodobrasil.org/cortella-sobre-o-muro-de-trump-injustica-historica-muro-da-vergonha/,tv_celebridades,29/01/2017,124,101,78,0,4,14,1,36,3,3,2,0,0,5,3.28571,456,14.4286,4.51485,0.0,0.12,0.772277
None,https://www.diariodobrasil.org/russia-faz-alerta-sobre-zika-virus-porcaria-que-vem-do-brasil-e-da-america-latina/,tv_celebridades,29/01/2017,159,136,95,0,1,21,1,37,7,11,2,0,0,8,2.875,636,17.0,4.67647,0.0,0.310345,0.698529
None,https://www.diariodobrasil.org/internautas-flagram-eike-batista-nos-eua-embarcando-rumo-ao-brasil-ele-estava-tranquilo-e-favoravel/,politica,30/01/2017,117,102,82,0,4,18,1,28,5,7,1,0,0,5,1.66667,504,11.3333,4.94118,0.0,0.26087,0.803922
None,https://www.diariodobrasil.org/bonner-se-cansou-do-jornalismo-e-do-salario-baixo-de-r-700-mil-ele-vai-partir-para-a-area-do-entretenimento/,tv_celebridades,27/01/2017,142,127,91,3,2,19,1,39,3,7,1,0,0,8,1.66667,606,14.1111,4.77165,0.0,0.172414,0.716535
None,https://www.diariodobrasil.org/pm-prende-vereador-de-bh-que-pousou-helicoptero-em-praia-do-espirito-santo/,sociedade_cotidiano,27/01/2017,174,156,99,0,4,25,2,49,5,10,5,0,0,4,2.25,750,19.5,4.80769,0.0,0.202703,0.634615
None,https://www.diariodobrasil.org/beto-barbosa-e-liberado-e-pede-desculpas-a-pm-eu-so-queria-dar-uma-lata-de-leite-para-um-pedinte/,sociedade_cotidiano,27/01/2017,212,177,111,1,3,44,0,51,1,10,9,4,0,9,2.1875,806,11.0625,4.55367,0.0,0.115789,0.627119
None,https://www.diariodobrasil.org/complicou-novo-video-cai-na-internet-e-mostra-o-cantor-beto-barbosa-chamando-policial-de-vagabundo/,sociedade_cotidiano,27/01/2017,207,182,126,3,5,38,1,50,3,8,6,4,0,17,2.5,835,18.2,4.58791,0.0,0.125,0.692308
None,https://www.diariodobrasil.org/moro-tentou-ser-simpatico-com-carmen-lucia-e-tomou-uma-lambada-do-supremo-cuido-eu/,politica,27/01/2017,129,106,82,1,1,21,0,30,10,1,2,0,0,7,3.83333,491,17.6667,4.63208,0.0,0.215686,0.773585
None,https://www.diariodobrasil.org/graficas-que-movimentaram-r-52-milhoes-na-campanha-de-dilma-temer-possuem-juntas-apenas-3-impressoras/,politica,28/01/2017,306,261,160,0,11,44,0,75,16,22,4,0,0,12,3.75,1284,21.75,4.91954,0.00766284,0.319328,0.613027
None,https://www.diariodobrasil.org/angustiado-e-doente-russo-morre-aos-85-anos-a-globo-foi-covarde-eles-me-abandonaram/,tv_celebridades,28/01/2017,102,82,64,0,0,18,1,21,2,3,2,3,0,10,2.5,355,10.25,4.32927,0.0,0.128205,0.780488
None,https://www.diariodobrasil.org/durante-programa-do-sbt-mara-maravilha-faz-comentario-sobre-eike-vai-virar-menina-na-cadeia-vai-virar-eika/,tv_celebridades,26/01/2017,144,112,83,0,2,29,1,35,6,6,8,0,0,4,2.46154,530,8.61539,4.73214,0.0,0.1875,0.741071
None,https://www.diariodobrasil.org/trump-confirma-que-ira-deportar-imediatamente-de-2-a-3-milhoes-de-imigrantes-ilegais17/,sociedade_cotidiano,27/01/2017,216,185,118,0,4,44,2,42,7,8,9,0,0,18,1.82353,935,10.8824,5.05405,0.0,0.174419,0.637838
None,https://www.diariodobrasil.org/discurso-de-lula-em-2009-e-preciso-construir-uma-nova-ordem-mundial/,tv_celebridades,27/01/2017,248,215,135,0,4,41,2,55,12,8,4,0,1,16,2.53846,1032,16.5385,4.8,0.0,0.208333,0.627907
